Time,Document,Desk,DoorHandle,Hand_1,Hand_2,Mucosa_1,Mucosa_2,Air,Viral Exposure_Fomites_1,Viral Exposure_Fomites_2,Viral Exposure_CloseContact_1,Viral Exposure_CloseContact_2,Viral Exposure_Aerosol_1,Viral Exposure_Aerosol_2,Viral Exposure_Total_1,Viral Exposure_Total_2,Risk_1,Risk_2
8.55528931677794e-06,0.000885924851542106,0.0022525856590097,2.89824388390388e-05,1.83392127173206e-09,1937873.70131587,1.83391046893603e-10,4000000,0.000248358436386288,6.79480691873464e-24,4000000,1.83391046893597e-10,4000000,4.80329691577766e-16,4000000,1.83391527223295e-10,4000000,4.44089209850063e-16,0.999959998046938
1.04234761827044e-05,0.00131467463437271,0.00334274097870692,4.30087020322662e-05,3.2868313001923e-09,1937873.70051659,3.2868080457624e-10,4000000,0.000368553043108709,2.08906026915153e-23,4000000,3.2868080457622e-10,4000000,1.03398489829961e-15,4000000,3.28681838561139e-10,4000000,7.7715611723761e-16,0.999959998046938
2.91053448419693e-05,0.0102446329866056,0.0260483970209325,0.000335146414843785,8.573450961607e-08,1937873.68386952,8.57324291481848e-09,4000000,0.00287192982012373,2.37921460452976e-20,4000000,8.57324291479596e-09,4000000,9.25265997467163e-14,4000000,8.5733354414195e-09,4000000,2.16493489801906e-14,0.999959998046938
4.77872135012341e-05,0.0276154385990757,0.0702160920082291,0.000903421046504132,3.45311400509003e-07,1937873.65148733,3.45299187001158e-08,4000000,0.007741521687764,2.29350217227296e-19,4000000,3.45299186998987e-08,4000000,5.43198848101257e-13,4000000,3.45304618989762e-08,4000000,8.73745520379998e-14,0.999959998046938
6.64690821604989e-05,0.0534270707413153,0.13584579003923,0.00174783208165455,8.87710040769071e-07,1937873.60337025,8.87668508248765e-08,4000000,0.0149772729029685,1.46135348227961e-18,4000000,8.87668508234935e-08,4000000,1.84738903432567e-12,4000000,8.87686982139892e-08,4000000,2.24709140184132e-13,0.999959998046938
8.51509508197638e-05,0.0876795140234176,0.222937469784204,0.00286837918640702,1.8236353291336e-06,1937873.53951851,1.8235287400531e-07,4000000,0.0245791268977207,6.12456893606289e-18,4000000,1.82352873999514e-07,4000000,4.74176958955658e-12,4000000,1.82357615775228e-07,4000000,4.6163073363914e-13,0.999959998046938
0.000174531907900966,0.368353265306492,0.936591097116798,0.0120504527757098,1.51807859590335e-05,1937873.01630996,1.51788513205433e-06,4000000,0.103256625649971,6.08810826616194e-16,4000000,1.51788513147815e-06,4000000,8.613531502074e-11,4000000,1.51797126740199e-06,4000000,3.84292597743752e-12,0.999959998046938
0.000263912864982168,0.842236810993734,2.14151100685576,0.0275532907098487,5.22020643088538e-05,1937872.13296095,5.21924905176437e-06,4000000,0.23608722085959,5.88701592989117e-15,4000000,5.21924904619296e-06,4000000,4.26488204987928e-10,4000000,5.21967554028496e-06,4000000,1.32143185282985e-11,0.999959998046938
0.00035329382206337,1.50932843891492,3.83769500064774,0.0493768546396659,0.000125056721806762,1937870.88949584,1.25026907776333e-05,4000000,0.423064735060445,3.04986800555122e-14,4000000,1.25026907487696e-05,4000000,1.32888996353959e-09,4000000,1.25040196692318e-05,4000000,3.16557891011371e-11,0.999959998046938
0.000442674779144572,2.36962635033015,6.02514077588853,0.0775211027882391,0.000245903613362082,1937869.28593912,2.45831233749085e-05,4000000,0.66418299899191,1.11966357377861e-13,4000000,2.45831232689442e-05,4000000,3.22802592845744e-09,4000000,2.4586351406839e-05,4000000,6.22438767194922e-11,0.999959998046938
0.000532055736225775,3.42312865489457,8.70384591143833,0.11198598979607,0.000426892314246496,1937867.32231553,4.26742435939255e-05,4000000,0.959435849265386,3.28165378897524e-13,4000000,4.26742432833508e-05,4000000,6.68832166485654e-09,4000000,4.26809319331811e-05,4000000,1.08053010983156e-10,0.999959998046938
0.00095976073707543,11.1385340900594,28.3217044903606,0.364393238321247,0.00250594705153027,1937852.94288302,0.000250427954588218,4000000,3.12139507523653,1.48539150579698e-11,4000000,0.000250427940530239,4000000,7.46915566948215e-08,4000000,0.000250502646940849,4000000,6.34183927594734e-10,0.999959998046938
0.00138746573792509,23.2776489594523,59.1880708325654,0.76152305490107,0.00757278811055648,1937830.32199806,0.000756568486192017,4000000,6.522115177564,1.18643153460696e-10,4000000,0.000756568373905455,4000000,3.19079687903531e-07,4000000,0.000756887572236512,4000000,1.91617111067188e-09,0.999959998046938
0.00181517073877474,39.8401858784116,101.302579698097,1.30336733590423,0.01696104422283,1937799.46255628,0.00169406684799689,4000000,11.1609215039097,5.49571787286961e-10,4000000,0.0016940663278632,4000000,9.17904375052346e-07,4000000,0.00169498478181004,4000000,4.2911006969959e-09,0.999959998046938
0.0022428757396244,60.8258100046407,154.664806864246,1.98991612437293,0.0320058271799179,1937760.36756497,0.00319589489773327,4000000,17.0371397811814,1.87525019087788e-09,4000000,0.00319589312290765,4000000,2.11805447288115e-06,4000000,0.00319801305263072,4000000,8.09623557085359e-09,0.999959998046938
0.00267058074047405,86.2341396846687,219.274269932641,2.82115763521096,0.0540436875761142,1937713.04014175,0.00539502547196643,4000000,24.150096112221,5.22186700177197e-09,4000000,0.00539502052967715,4000000,4.23432693715752e-06,4000000,0.00539926007848131,4000000,1.36690128105244e-08,0.999959998046938
0.00457768006808346,253.341616675565,644.230335350905,8.28816654754281,0.272501817284023,1937401.9061011,0.0271714989206526,4000000,70.9001155184886,1.47566737850018e-07,4000000,0.0271713592441793,4000000,3.62361752556825e-05,4000000,0.0272077429861729,4000000,6.8880359638257e-08,0.999959998046938
0.00648477939569287,508.322149840644,1292.72896712211,16.6299864263393,0.775559886243442,1936927.4751709,0.0772443311726002,4000000,142.165841238606,1.13191189923417e-06,4000000,0.0772432597261516,4000000,0.000145760861146924,4000000,0.0773901524991978,4000000,1.9592441746763e-07,0.999959998046938
0.00839187872330228,851.108928131994,2164.68640411793,27.8442845730975,1.6826365355343,1936290.10237742,0.167403724268998,4000000,237.887797067823,5.09879269735016e-06,4000000,0.167398897606785,4000000,0.000408576911338729,4000000,0.167812573310821,4000000,4.24841867463499e-07,0.999959998046938
0.0102989780509117,1281.61732404506,3259.99672963176,41.9280324026344,3.11359887232315,1935490.18584496,0.309442555753256,4000000,358.006650817326,1.7028866434454e-05,4000000,0.309426434955019,4000000,0.000926343574387441,4000000,0.310369807395841,4000000,7.85746039122515e-07,0.999959998046938
0.0122060773785211,1799.74495405783,4578.5319414411,58.8775077618158,5.18871868587924,1934528.16711584,0.515158202762068,4000000,502.46321414416,4.6657841680897e-05,4000000,0.5151140308472,4000000,0.00182656290938624,4000000,0.516987251598267,4000000,1.30882762849893e-06,0.999959998046938
0.0141131767061305,2405.37174879034,6120.14203390638,78.6882976308283,8.02862994898532,1933404.53142149,0.796354810310239,4000000,671.198442372132,0.00011086324829838,4000000,0.796249848968874,4000000,0.00326252958545515,4000000,0.799623241802628,4000000,2.02436058849287e-06,0.999959998046938
0.0161943324602253,3165.95268987327,8056.79176190954,103.566105977332,12.142634461148,1931994.55177301,1.20323477344049,4000000,882.968049921185,0.000252200517217678,4000000,1.20299598745094,4000000,0.00565203527786073,4000000,1.20890022324602,4000000,3.06050221099419e-06,0.999959998046938
0.0182754882143202,4030.36644733535,10258.6355364185,131.837712570834,17.4690013400877,1930393.48650921,1.72944070400895,4000000,1123.50377837513,0.000520113883743854,4000000,1.72894823207211,4000000,0.00916062372397881,4000000,1.73862896967983,4000000,4.40158264125579e-06,0.999959998046938
0.020356643968415,4998.38582699357,12725.3898387669,163.494602484978,24.1655978185632,1928602.14578233,2.39036616655613,4000000,1392.72947855672,0.000992975627801924,4000000,2.3894259220627,4000000,0.0140918995014193,4000000,2.40451079719192,4000000,6.0873505788317e-06,0.999959998046938
0.0224377997225098,6069.75924709264,15456.7407731261,198.527307911256,32.3905352796316,1926621.4026397,3.20143487789739,4000000,1690.56920284599,0.00178099021907948,4000000,3.19974839559128,4000000,0.0207855274351467,4000000,3.22231491324551,4000000,8.15772599960241e-06,0.999959998046938
